ts_code,trade_date,kdj_j,vol,vol_avg,cond_j_negative,cond_vol_shrink,passed
300557.SZ,2025-12-19,103.07300537015621,212527.0,53705.15,False,False,False
300947.SZ,2025-12-19,88.978698495584,324164.0,66691.9,False,False,False
300703.SZ,2025-12-19,91.34257001157823,315533.0,57775.55,False,False,False
301488.SZ,2025-12-19,99.50692519276532,100926.0,36243.55,False,False,False
300446.SZ,2025-12-19,79.0956587416137,1575250.0,505038.9,False,False,False
